fecha,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha
"2018-08-04 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.2","0","22.1","2018-08-04 05:14:00","32.3","2018-08-04 00:00:00","99","2.8","5.8","2018-08-04 00:00:00"
"2018-08-05 00:00:00","CARTAGENA","MURCIA","17","28.2","0","23.8","2018-08-05 05:40:00","32.7","2018-08-05 09:00:00","17","1.1","6.4","2018-08-05 14:00:00"
"2018-08-05 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","29","0","22.4","2018-08-05 05:02:00","35.5","2018-08-05 13:52:00","99","2.5","5.8","2018-08-05 00:00:00"
"2018-08-06 00:00:00","CARTAGENA","MURCIA","17","28.8","0","26.5","2018-08-06 05:20:00","31.2","2018-08-06 00:00:00","20","2.2","8.3","2018-08-06 14:30:00"
"2018-08-06 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","30.8","0","25.9","2018-08-06 04:14:00","35.8","2018-08-06 16:18:00","99","4.7","9.2","2018-08-06 00:00:00"
"2018-08-07 00:00:00","CARTAGENA","MURCIA","17","28","0","25","2018-08-07 05:50:00","30.9","2018-08-07 15:00:00","19","1.4","5.6","2018-08-07 12:20:00"
"2018-08-07 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.6","0","23.7","2018-08-07 05:23:00","31.6","2018-08-07 13:07:00","99","3.1","7.8","2018-08-07 00:00:00"
"2018-08-08 00:00:00","CARTAGENA","MURCIA","17","28.5","0","24.8","2018-08-08 06:00:00","32.2","2018-08-08 14:00:00","7","1.9","7.2","2018-08-08 13:20:00"
"2018-08-08 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","28.2","0.1","25.5","2018-08-08 05:17:00","31","2018-08-08 00:00:00","99","5.6","9.7","2018-08-08 00:00:00"
"2018-08-09 00:00:00","CARTAGENA","MURCIA","17","27.8","0","25","2018-08-09 23:59:00","30.7","2018-08-09 10:40:00","99","1.9","7.2","2018-08-09 00:00:00"
"2018-08-09 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","28.5","0","23.9","2018-08-09 23:11:00","33.1","2018-08-09 14:56:00","16","4.2","10.3","2018-08-09 14:20:00"
"2018-08-10 00:00:00","CARTAGENA","MURCIA","17","27.3","0","22.9","2018-08-10 04:00:00","31.7","2018-08-10 14:20:00","8","2.2","9.2","2018-08-10 15:50:00"
"2018-08-10 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.4","0","23.2","2018-08-10 01:28:00","31.6","2018-08-10 13:10:00","6","5.3","11.4","2018-08-10 17:15:00"
"2018-08-11 00:00:00","CARTAGENA","MURCIA","17","29","0","26.2","2018-08-11 05:50:00","31.9","2018-08-11 12:50:00","8","2.2","8.3","2018-08-11 12:30:00"
"2018-08-11 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","29","0","26.7","2018-08-11 23:58:00","31.4","2018-08-11 12:06:00","3","5.8","10.8","2018-08-11 01:36:00"
"2018-08-12 00:00:00","CARTAGENA","MURCIA","17","28.4","0","24.5","2018-08-12 05:50:00","32.3","2018-08-12 15:30:00","36","1.9","6.7","2018-08-12 08:30:00"
"2018-08-12 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.8","0","24.4","2018-08-12 05:05:00","31.1","2018-08-12 14:01:00","3","3.9","7.8","2018-08-12 09:08:00"
"2018-08-13 00:00:00","CARTAGENA","MURCIA","17","27.2","0","25.4","2018-08-13 23:59:00","29.1","2018-08-13 09:40:00","18","3.6","10","2018-08-13 15:30:00"
"2018-08-13 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","29.8","0","25","2018-08-13 23:57:00","34.5","2018-08-13 14:16:00","20","4.7","10.3","2018-08-13 17:30:00"
"2018-08-14 00:00:00","CARTAGENA","MURCIA","17","28.2","0","23.6","2018-08-14 06:00:00","32.7","2018-08-14 15:30:00","6","1.7","6.7","2018-08-14 16:50:00"
"2018-08-14 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.5","0","23.3","2018-08-14 04:06:00","31.7","2018-08-14 11:59:00","8","5.8","10.8","2018-08-14 14:50:00"
"2018-08-15 00:00:00","CARTAGENA","MURCIA","17","27.7","0","25.2","2018-08-15 05:50:00","30.2","2018-08-15 14:20:00","10","1.4","6.4","2018-08-15 15:30:00"
"2018-08-16 00:00:00","CARTAGENA","MURCIA","17","27.5","0.2","24","2018-08-16 23:59:00","31","2018-08-16 14:50:00","29","1.7","10.6","2018-08-16 16:10:00"
"2018-08-16 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27","0","23.5","2018-08-16 04:00:00","30.6","2018-08-16 12:00:00","7","4.2","9.2","2018-08-16 14:00:00"
"2018-08-17 00:00:00","CARTAGENA","MURCIA","17","26.8","0.1","23.4","2018-08-17 05:20:00","30.1","2018-08-17 10:30:00","13","1.1","5.8","2018-08-17 14:40:00"
"2018-08-17 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.3","0","23.8","2018-08-17 05:28:00","30.8","2018-08-17 10:10:00","11","3.3","12.5","2018-08-17 14:22:00"
"2018-08-18 00:00:00","CARTAGENA","MURCIA","17","26.2","0","23.2","2018-08-18 05:30:00","29.2","2018-08-18 14:10:00","7","1.9","7.8","2018-08-18 14:20:00"
"2018-08-18 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.6","0","23.4","2018-08-18 02:55:00","29.8","2018-08-18 11:17:00","99","4.7","9.7","2018-08-18 00:00:00"
"2018-08-19 00:00:00","CARTAGENA","MURCIA","17","26.6","0","23.8","2018-08-19 06:00:00","29.3","2018-08-19 14:30:00","7","2.2","8.3","2018-08-19 15:00:00"
"2018-08-19 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.6","0","23.5","2018-08-19 23:52:00","29.7","2018-08-19 00:00:00","6","6.4","10.3","2018-08-19 10:41:00"
"2018-08-20 00:00:00","CARTAGENA","MURCIA","17","26.6","0","22.2","2018-08-20 05:50:00","31","2018-08-20 14:40:00","7","2.2","7.8","2018-08-20 14:00:00"
"2018-08-20 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26","0","21.6","2018-08-20 05:03:00","30.4","2018-08-20 12:28:00","99","3.9","7.2","2018-08-20 00:00:00"
"2018-08-21 00:00:00","CARTAGENA","MURCIA","17","27.4","0","22.9","2018-08-21 06:00:00","32","2018-08-21 12:00:00","14","1.4","7.8","2018-08-21 15:50:00"
"2018-08-21 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.5","0","21.2","2018-08-21 05:28:00","31.8","2018-08-21 11:34:00","99","2.8","6.7","2018-08-21 14:18:00"
"2018-08-22 00:00:00","CARTAGENA","MURCIA","17","27.4","0","22.8","2018-08-22 05:40:00","32.1","2018-08-22 14:30:00","7","1.7","8.1","2018-08-22 13:20:00"
"2018-08-22 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.4","0","19.6","2018-08-22 05:31:00","31.2","2018-08-22 00:00:00","11","2.5","6.7","2018-08-22 15:09:00"
"2018-08-23 00:00:00","CARTAGENA","MURCIA","17","25.8","0","23.1","2018-08-23 05:50:00","28.6","2018-08-23 09:10:00","19","1.9","8.1","2018-08-23 15:10:00"
"2018-08-23 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27","0","21.1","2018-08-23 05:02:00","32.9","2018-08-23 15:32:00","14","4.4","9.2","2018-08-23 00:00:00"
"2018-08-24 00:00:00","CARTAGENA","MURCIA","17","26.4","0","23.3","2018-08-24 05:50:00","29.4","2018-08-24 09:00:00","20","2.2","8.1","2018-08-24 15:40:00"
"2018-08-25 00:00:00","CARTAGENA","MURCIA","17","26.6","0","24","2018-08-25 04:50:00","29.1","2018-08-25 12:00:00","21","1.4","6.4","2018-08-25 14:20:00"
"2018-08-25 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27","0","22.4","2018-08-25 03:12:00","31.6","2018-08-25 11:38:00","6","2.5","7.8","2018-08-25 23:56:00"
"2018-08-26 00:00:00","CARTAGENA","MURCIA","17","27.7","0","24","2018-08-26 06:00:00","31.4","2018-08-26 13:30:00","8","1.7","7.5","2018-08-26 12:00:00"
"2018-08-26 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","28.4","0","26","2018-08-26 23:30:00","30.7","2018-08-26 11:21:00","2","5","10.3","2018-08-26 08:31:00"
"2018-08-27 00:00:00","CARTAGENA","MURCIA","17","27.2","0","23.5","2018-08-27 06:00:00","30.9","2018-08-27 15:10:00","6","1.7","7.2","2018-08-27 13:20:00"
"2018-08-27 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.6","0","23.1","2018-08-27 04:44:00","30.2","2018-08-27 00:00:00","99","4.7","8.3","2018-08-27 00:00:00"
"2018-08-28 00:00:00","CARTAGENA","MURCIA","17","27.6","0","23.6","2018-08-28 05:30:00","31.5","2018-08-28 14:30:00","5","2.2","7.5","2018-08-28 12:20:00"
"2018-08-28 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.8","0","23.1","2018-08-28 04:17:00","30.6","2018-08-28 11:21:00","7","4.7","8.9","2018-08-28 14:55:00"
"2018-08-29 00:00:00","CARTAGENA","MURCIA","17","26","0","22.8","2018-08-29 06:00:00","29.2","2018-08-29 14:00:00","20","1.7","6.4","2018-08-29 14:50:00"
"2018-08-29 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.4","0","21.5","2018-08-29 05:14:00","31.3","2018-08-29 12:37:00","99","3.3","7.2","2018-08-29 00:00:00"
"2018-08-30 00:00:00","CARTAGENA","MURCIA","17","28","0","24.8","2018-08-30 02:00:00","31.2","2018-08-30 13:20:00","8","1.4","7.8","2018-08-30 13:50:00"
"2018-08-30 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","28.4","0","25.7","2018-08-30 00:25:00","31.2","2018-08-30 12:19:00","99","5.3","10.8","2018-08-30 00:00:00"
"2018-08-31 00:00:00","CARTAGENA","MURCIA","17","27.2","0","23.9","2018-08-31 05:50:00","30.6","2018-08-31 14:50:00","99","1.9","7.5","2018-08-31 00:00:00"
"2018-08-31 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.3","0","23.9","2018-08-31 05:17:00","30.7","2018-08-31 10:59:00","7","3.9","8.3","2018-08-31 20:31:00"
"2018-09-01 00:00:00","CARTAGENA","MURCIA","17","27","0","23.8","2018-09-01 06:00:00","30.2","2018-09-01 13:00:00","7","2.2","6.7","2018-09-01 08:50:00"
"2018-09-01 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27","0","23.8","2018-09-01 04:36:00","30.2","2018-09-01 12:17:00","99","5","8.3","2018-09-01 00:00:00"
"2018-09-02 00:00:00","CARTAGENA","MURCIA","17","26.8","0","23.1","2018-09-02 06:00:00","30.6","2018-09-02 14:40:00","17","1.7","5.3","2018-09-02 13:20:00"
"2018-09-02 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.8","0","23","2018-09-02 05:23:00","30.6","2018-09-02 13:25:00","11","3.3","6.7","2018-09-02 00:00:00"
"2018-09-03 00:00:00","CARTAGENA","MURCIA","17","28","0","24.2","2018-09-03 06:00:00","31.7","2018-09-03 14:20:00","5","1.4","6.1","2018-09-03 14:50:00"
"2018-09-03 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.5","0","22.3","2018-09-03 05:41:00","30.7","2018-09-03 11:21:00","99","3.3","10.3","2018-09-03 00:00:00"
"2018-09-04 00:00:00","CARTAGENA","MURCIA","17","26.9","0","24.3","2018-09-04 04:00:00","29.5","2018-09-04 11:00:00","20","1.4","6.7","2018-09-04 15:40:00"
"2018-09-04 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.6","0","23.8","2018-09-04 23:59:00","31.4","2018-09-04 15:07:00","12","2.8","7.2","2018-09-04 14:16:00"
"2018-09-05 00:00:00","CARTAGENA","MURCIA","17","25.4","0","22.4","2018-09-05 04:00:00","28.5","2018-09-05 09:50:00","18","3.3","8.9","2018-09-05 00:00:00"
"2018-09-05 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.4","0","20.6","2018-09-05 05:00:00","32.1","2018-09-05 13:06:00","99","2.8","8.9","2018-09-05 00:00:00"
"2018-09-06 00:00:00","CARTAGENA","MURCIA","17","25.4","0","21.5","2018-09-06 05:00:00","29.2","2018-09-06 09:20:00","20","1.1","6.9","2018-09-06 14:00:00"
"2018-09-06 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.9","0","20","2018-09-06 05:01:00","31.8","2018-09-06 12:07:00","16","4.2","8.9","2018-09-06 00:00:00"
"2018-09-07 00:00:00","CARTAGENA","MURCIA","17","25.2","0","23.2","2018-09-07 05:50:00","27.2","2018-09-07 09:30:00","15","1.4","7.5","2018-09-07 10:10:00"
"2018-09-07 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","27.2","0","23.6","2018-09-07 23:44:00","30.7","2018-09-07 11:28:00","14","4.7","8.3","2018-09-07 12:58:00"
"2018-09-08 00:00:00","CARTAGENA","MURCIA","17","23.4","6.1","20.3","2018-09-08 10:00:00","26.5","2018-09-08 17:10:00","1","1.9","7.5","2018-09-08 13:30:00"
"2018-09-08 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","24.2","6.5","21.1","2018-09-08 09:40:00","27.2","2018-09-08 16:35:00","3","6.1","12.5","2018-09-08 11:43:00"
"2018-09-09 00:00:00","CARTAGENA","MURCIA","17","24.3","1.5","21.6","2018-09-09 06:00:00","27","2018-09-09 11:00:00","99","1.7","7.2","2018-09-09 00:00:00"
"2018-09-09 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.7","0.5","21.8","2018-09-09 04:33:00","29.6","2018-09-09 11:28:00","8","5.3","13.9","2018-09-09 14:30:00"
"2018-09-10 00:00:00","CARTAGENA","MURCIA","17","24.6","0","21.2","2018-09-10 06:00:00","28.1","2018-09-10 13:00:00","8","2.8","10.6","2018-09-10 16:20:00"
"2018-09-10 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.4","0","21.4","2018-09-10 03:35:00","29.5","2018-09-10 10:51:00","99","8.6","16.4","2018-09-10 00:00:00"
"2018-09-11 00:00:00","CARTAGENA","MURCIA","17","25.6","0","22.8","2018-09-11 00:00:00","28.3","2018-09-11 14:40:00","7","2.5","10.6","2018-09-11 10:50:00"
"2018-09-11 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.8","0.1","22.4","2018-09-11 03:58:00","29.2","2018-09-11 11:30:00","99","7.2","15","2018-09-11 00:00:00"
"2018-09-12 00:00:00","CARTAGENA","MURCIA","17","27.2","0","24.3","2018-09-12 00:00:00","30","2018-09-12 14:20:00","16","1.4","5.8","2018-09-12 14:40:00"
"2018-09-12 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.6","0","23.5","2018-09-12 23:46:00","29.8","2018-09-12 12:24:00","4","3.3","8.9","2018-09-12 00:00:00"
"2018-09-13 00:00:00","CARTAGENA","MURCIA","17","26.3","0","23","2018-09-13 05:20:00","29.6","2018-09-13 15:00:00","11","1.7","5.3","2018-09-13 15:10:00"
"2018-09-13 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.4","0","20.9","2018-09-13 05:55:00","30","2018-09-13 12:56:00","99","3.1","6.7","2018-09-13 00:00:00"
"2018-09-14 00:00:00","CARTAGENA","MURCIA","17","26.4","9.1","23.2","2018-09-14 04:20:00","29.7","2018-09-14 13:00:00","8","1.1","6.4","2018-09-14 14:40:00"
"2018-09-14 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.4","39.3","22.6","2018-09-14 02:07:00","30.2","2018-09-14 12:34:00","99","4.2","8.9","2018-09-14 00:00:00"
"2018-09-15 00:00:00","CARTAGENA","MURCIA","17","23.6","0","20.8","2018-09-15 03:40:00","26.4","2018-09-15 15:30:00","4","1.9","7.8","2018-09-15 02:40:00"
"2018-09-16 00:00:00","CARTAGENA","MURCIA","17","25","0.1","21.5","2018-09-16 06:00:00","28.5","2018-09-16 14:20:00","5","1.7","6.4","2018-09-16 18:50:00"
"2018-09-17 00:00:00","CARTAGENA","MURCIA","17","25.2","0","23.1","2018-09-17 05:30:00","27.2","2018-09-17 14:20:00","7","1.9","7.8","2018-09-17 10:30:00"
"2018-09-17 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","24","0","21","2018-09-17 00:00:00","27","2018-09-17 00:00:00","4","5.3","10.8","2018-09-17 11:11:00"
"2018-09-18 00:00:00","CARTAGENA","MURCIA","17","26.4","0","22.8","2018-09-18 05:40:00","30.1","2018-09-18 14:30:00","6","1.4","5.6","2018-09-18 11:00:00"
"2018-09-19 00:00:00","CARTAGENA","MURCIA","17","25.6","0","22.7","2018-09-19 05:00:00","28.5","2018-09-19 10:30:00","20","1.4","5.3","2018-09-19 13:20:00"
"2018-09-19 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.4","0","21.6","2018-09-19 05:46:00","29.1","2018-09-19 10:39:00","7","2.8","6.7","2018-09-19 15:38:00"
"2018-09-20 00:00:00","CARTAGENA","MURCIA","17","25.4","0","22.9","2018-09-20 04:50:00","27.9","2018-09-20 10:10:00","19","1.7","5.6","2018-09-20 14:00:00"
"2018-09-20 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.7","0","22.1","2018-09-20 00:00:00","29.3","2018-09-20 11:08:00","11","3.1","6.7","2018-09-20 13:49:00"
"2018-09-21 00:00:00","CARTAGENA","MURCIA","17","24","0","21.5","2018-09-21 05:40:00","26.5","2018-09-21 12:50:00","19","2.2","8.3","2018-09-21 14:50:00"
"2018-09-21 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26","0","20.1","2018-09-21 06:00:00","32","2018-09-21 14:00:00","99","3.6","8.9","2018-09-21 00:00:00"
"2018-09-22 00:00:00","CARTAGENA","MURCIA","17","24.2","0","21.1","2018-09-22 06:00:00","27.3","2018-09-22 12:00:00","15","1.1","5.6","2018-09-22 11:30:00"
"2018-09-22 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.2","0","20.3","2018-09-22 05:23:00","30.1","2018-09-22 12:24:00","13","3.1","7.2","2018-09-22 15:57:00"
"2018-09-23 00:00:00","CARTAGENA","MURCIA","17","24.8","0","19.7","2018-09-23 06:20:00","29.8","2018-09-23 12:00:00","99","1.1","5.3","2018-09-23 00:00:00"
"2018-09-23 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","24.5","0","18.6","2018-09-23 05:30:00","30.4","2018-09-23 13:25:00","99","2.2","5","2018-09-23 00:00:00"
"2018-09-24 00:00:00","CARTAGENA","MURCIA","17","26.2","0","20.8","2018-09-24 05:50:00","31.7","2018-09-24 10:50:00","28","1.4","5","2018-09-24 16:10:00"
"2018-09-24 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.6","0","19.6","2018-09-24 05:07:00","31.5","2018-09-24 13:40:00","99","3.1","7.2","2018-09-24 00:00:00"
"2018-09-25 00:00:00","CARTAGENA","MURCIA","17","25.8","0","22.7","2018-09-25 06:00:00","28.9","2018-09-25 14:00:00","8","2.2","7.5","2018-09-25 16:20:00"
"2018-09-25 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","26.7","0","23.9","2018-09-25 00:21:00","29.5","2018-09-25 11:32:00","99","5.8","11.4","2018-09-25 00:00:00"
"2018-09-26 00:00:00","CARTAGENA","MURCIA","17","24.6","8.6","21.8","2018-09-26 23:00:00","27.4","2018-09-26 11:00:00","8","3.1","11.1","2018-09-26 10:30:00"
"2018-09-27 00:00:00","CARTAGENA","MURCIA","17","24","0","21.8","2018-09-27 23:59:00","26.3","2018-09-27 15:00:00","6","2.5","9.7","2018-09-27 11:30:00"
"2018-09-27 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","25.1","0","23.4","2018-09-27 23:51:00","26.8","2018-09-27 12:35:00","5","8.3","13.9","2018-09-27 04:33:00"
"2018-09-28 00:00:00","CARTAGENA","MURCIA","17","23","0","20.1","2018-09-28 23:59:00","26","2018-09-28 14:10:00","16","1.4","5.3","2018-09-28 13:40:00"
"2018-09-28 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","22.8","0","18.6","2018-09-28 23:49:00","26.9","2018-09-28 13:11:00","4","3.3","6.7","2018-09-28 00:00:00"
"2018-09-29 00:00:00","CARTAGENA","MURCIA","17","21.6","0","17.7","2018-09-29 06:30:00","25.4","2018-09-29 13:40:00","18","1.1","5.6","2018-09-29 13:40:00"
"2018-09-29 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.4","0","15.2","2018-09-29 06:03:00","27.5","2018-09-29 12:10:00","99","3.9","7.8","2018-09-29 00:00:00"
"2018-09-30 00:00:00","CARTAGENA","MURCIA","17","21.2","0","17.6","2018-09-30 06:00:00","24.9","2018-09-30 12:10:00","16","1.7","6.7","2018-09-30 14:30:00"
"2018-09-30 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.4","0","15.9","2018-09-30 05:58:00","26.9","2018-09-30 13:59:00","99","2.8","7.2","2018-09-30 15:39:00"
"2018-10-01 00:00:00","CARTAGENA","MURCIA","17","22.6","0","19","2018-10-01 05:30:00","26.2","2018-10-01 11:40:00","21","1.1","5","2018-10-01 13:20:00"
"2018-10-01 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","22.8","0","18","2018-10-01 05:15:00","27.6","2018-10-01 12:57:00","5","2.5","7.2","2018-10-01 19:59:00"
"2018-10-02 00:00:00","CARTAGENA","MURCIA","17","23","0","19.6","2018-10-02 23:59:00","26.3","2018-10-02 13:40:00","5","1.7","6.7","2018-10-02 11:00:00"
"2018-10-02 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","22","0","17.6","2018-10-02 23:53:00","26.3","2018-10-02 10:48:00","99","3.6","8.9","2018-10-02 00:00:00"
"2018-10-03 00:00:00","CARTAGENA","MURCIA","17","21.6","0","17.5","2018-10-03 06:40:00","25.7","2018-10-03 11:00:00","21","1.4","5.3","2018-10-03 14:20:00"
"2018-10-03 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.6","0","15.5","2018-10-03 04:50:00","27.7","2018-10-03 13:14:00","14","3.3","6.1","2018-10-03 17:39:00"
"2018-10-04 00:00:00","CARTAGENA","MURCIA","17","20.9","0","17.2","2018-10-04 06:00:00","24.6","2018-10-04 11:50:00","18","1.1","6.9","2018-10-04 13:00:00"
"2018-10-04 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.5","0","15.1","2018-10-04 05:18:00","27.9","2018-10-04 12:43:00","99","3.6","7.8","2018-10-04 00:00:00"
"2018-10-05 00:00:00","CARTAGENA","MURCIA","17","21.2","0","17.3","2018-10-05 05:30:00","25.1","2018-10-05 14:00:00","18","1.1","5.3","2018-10-05 14:30:00"
"2018-10-05 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.3","0","15.8","2018-10-05 05:27:00","26.8","2018-10-05 12:52:00","12","3.1","6.1","2018-10-05 15:47:00"
"2018-10-06 00:00:00","CARTAGENA","MURCIA","17","20.8","0","17.2","2018-10-06 06:40:00","24.5","2018-10-06 11:50:00","19","2.2","7.8","2018-10-06 22:00:00"
"2018-10-06 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","22.4","0","16.1","2018-10-06 06:14:00","28.7","2018-10-06 13:08:00","21","2.8","8.9","2018-10-06 16:54:00"
"2018-10-07 00:00:00","CARTAGENA","MURCIA","17","23","0","19.1","2018-10-07 06:50:00","27","2018-10-07 11:50:00","8","1.7","7.5","2018-10-07 11:40:00"
"2018-10-07 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","22.4","0","17.3","2018-10-07 04:43:00","27.4","2018-10-07 10:23:00","8","6.1","12.8","2018-10-07 00:00:00"
"2018-10-08 00:00:00","CARTAGENA","MURCIA","17","20.1","1.5","17.7","2018-10-08 23:59:00","22.5","2018-10-08 12:00:00","6","1.9","7.2","2018-10-08 15:30:00"
"2018-10-08 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.2","1.1","17.6","2018-10-08 23:58:00","24.7","2018-10-08 13:38:00","99","5.8","11.7","2018-10-08 21:01:00"
"2018-10-09 00:00:00","CARTAGENA","MURCIA","17","19.1","0","16.8","2018-10-09 05:00:00","21.4","2018-10-09 13:10:00","6","1.9","9.4","2018-10-09 12:00:00"
"2018-10-09 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","19.6","0.8","16.5","2018-10-09 06:47:00","22.6","2018-10-09 12:09:00","5","5.8","12.5","2018-10-09 10:26:00"
"2018-10-10 00:00:00","CARTAGENA","MURCIA","17","21.5","0","17.6","2018-10-10 00:00:00","25.4","2018-10-10 14:10:00","4","1.4","5.6","2018-10-10 11:50:00"
"2018-10-10 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.3","0","16.6","2018-10-10 05:30:00","26","2018-10-10 13:42:00","99","3.1","7.2","2018-10-10 00:00:00"
"2018-10-11 00:00:00","CARTAGENA","MURCIA","17","21.4","0","17.9","2018-10-11 05:50:00","24.8","2018-10-11 13:00:00","17","1.4","6.4","2018-10-11 15:00:00"
"2018-10-11 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.6","0","16.3","2018-10-11 05:48:00","26.8","2018-10-11 13:40:00","99","3.3","8.3","2018-10-11 00:00:00"
"2018-10-12 00:00:00","CARTAGENA","MURCIA","17","22","0","18.1","2018-10-12 06:50:00","26","2018-10-12 14:10:00","17","0.8","5","2018-10-12 13:00:00"
"2018-10-12 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","22.3","0","17","2018-10-12 04:48:00","27.6","2018-10-12 12:25:00","99","2.2","5.8","2018-10-12 00:00:00"
"2018-10-13 00:00:00","CARTAGENA","MURCIA","17","22","0","19","2018-10-13 06:00:00","25","2018-10-13 12:50:00","7","1.4","5.3","2018-10-13 13:30:00"
"2018-10-13 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","21.9","0","17.7","2018-10-13 06:20:00","26.1","2018-10-13 14:24:00","99","3.3","6.7","2018-10-13 00:00:00"
"2018-10-14 00:00:00","CARTAGENA","MURCIA","17","20.4","3","18","2018-10-14 22:30:00","22.9","2018-10-14 10:30:00","20","1.7","14.4","2018-10-14 14:40:00"
"2018-10-14 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","20.2","23","14.5","2018-10-14 23:35:00","25.8","2018-10-14 10:38:00","30","3.6","10.3","2018-10-14 18:48:00"
"2018-10-15 00:00:00","CARTAGENA","MURCIA","17","18.8","1","15.8","2018-10-15 06:50:00","21.9","2018-10-15 10:50:00","28","1.9","6.9","2018-10-15 08:40:00"
"2018-10-15 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","19","0.4","13","2018-10-15 05:03:00","25.1","2018-10-15 12:44:00","27","3.6","10.3","2018-10-15 08:12:00"
"2018-10-16 00:00:00","CARTAGENA","MURCIA","17","19.8","8.5","16.5","2018-10-16 07:10:00","23","2018-10-16 13:10:00","36","1.7","8.1","2018-10-16 20:40:00"
"2018-10-16 00:00:00","SAN JAVIER AEROPUERTO","MURCIA","4","19.4","1.6","15.9","2018-10-16 05:56:00","22.9","2018-10-16 14:05:00","99","4.2","12.8","2018-10-16 00:00:00"
"2018-10-17 00:00:00","CARTAGENA","MURCIA","17","20.7","0","16.4","2018-10-17 00:00:00","25","2018-10-17 13:10:00","20","1.7","6.7","2018-10-17 17:40:00"
